Brand,Product Name,Current Price,Original Price,Discount (%),Rating,Reviews,Breadcrumbs,Product URL
ELLE 18,3-Pcs Liquid Lipstick Kit,312,480,35,4.4,152,Home / Personal Care / Lipstick / ELLE 18,https://www.myntra.com/lipstick/elle+18/elle-18-3-pcs-long-lasting-liquid-lipstick-kit-56-ml-each---main-character-energy/36495775/buy
Coloressence,Hydramatte Crayon - Crush,280,350,20,4.4,295,Home / Personal Care / Lipstick / Coloressence,https://www.myntra.com/lipstick/coloressence/coloressence-hydramatte-intense-pigment-long-stay-comfort-lippie-crayon---crush/36493135/buy
MARS,Love Track Velvet Lip Tint,278,299,7,4.5,20.2k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-love-track-velvet-lip-tint---28-ml---three-words/32048835/buy
ETUDE,Dear Darling Water Tint - 4,405,450,10,4.4,25.7k,Home / Personal Care / Lipstick / ETUDE,https://www.myntra.com/lipstick/etude/etude-dear-darling-water-tint-9g---red-grapefruit-ade-4/27916434/buy
Colors Queen,Color It All Lip Crayon - 21,213,349,39,4.2,3k,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-color-it-all-non-transfer-matte-lip-crayon-with-sharpener-35g-rich-maroon-21/25699526/buy
nandiayan,12 Pcs Matte Liquid Lipsticks,250,1199,79,3.6,1k,Home / Personal Care / Lipstick / nandiayan,https://www.myntra.com/lipstick/nandiayan/nandiayan-set-of-12-liquid-lipstick-with-matte-finish---25ml-each/32619377/buy
nandiayan,6-Pieces Lipstick -3.5 ml Each,180,999,82,3.7,2.6k,Home / Personal Care / Lipstick / nandiayan,https://www.myntra.com/lipstick/nandiayan/nandiayan-set-of-6-long-lasting--smudge-proof-liquid-lipstick----35ml-each/32619379/buy
Coloressence,Lipstay Lipstick- LTP -23,204,275,26,4.5,3.2k,Home / Personal Care / Lipstick / Coloressence,https://www.myntra.com/lipstick/coloressence/coloressence-lipstay-transfer-proof-liquid-lipstick---4ml---mocha---ltp---23-/30767203/buy
MARS,Matte Muse Mousse Lipstick,275,299,8,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---leading-lady/32051449/buy
Parul Garg,Silk Matte Liquid Lipstick-3ml,475,595,20,4.3,2k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-smudge-proof-matte-lipstick-with-shea-butter--vitamin-e-primrose-deep-maroon-3ml/32967274/buy
Daily Life Forever52,Sensational Lipstick 6ml - 010,424,499,15,4.4,2.5k,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-sensational-long-lasting-liquid-lipstick-6ml---creamy-caramel-010/25633782/buy
FACES CANADA,Comfy Matte Wow Lipstick-07,260,299,13,4.4,20.5k,Home / Personal Care / Lipstick / FACES CANADA,https://www.myntra.com/lipstick/faces+canada/faces-canada-comfy-matte-wow-liquid-lipstick---38ml---cocoa-crush-07/29905122/buy
ETUDE,Dear Darling Water Tint - 02,427,450,5,4.4,25.7k,Home / Personal Care / Lipstick / ETUDE,https://www.myntra.com/lipstick/etude/etude-dear-darling-water-gel-lip--cheek-tint-lipstick-9-g---cherry-ade-02/20474268/buy
Baked Beauty,11-Pcs Liquid Matte Lipstick,537,1950,72,4.5,466,Home / Personal Care / Lipstick / Baked Beauty,https://www.myntra.com/lipstick/baked+beauty/baked-beauty-set-of-11-liquid-matte-lipstick-with-vitamin-e---15-ml-each/30603481/buy
Pilgrim,4 Pcs Matte Me Up Lipstick,260,745,65,4.4,6.5k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-set-of-4-matte-me-up-mini-liquid-lipstick---1-ml-each---nude-temptation/31857366/buy
BELLABLOOM,Set Of 3 Matte Lipstick - 5 ml,359,699,49,,,Home / Personal Care / Lipstick / BELLABLOOM,https://www.myntra.com/lipstick/bellabloom/bellabloom-set-of-3-long-lasting-matte-liquid-lipstick---5-ml-each---baby-pink---espresso/40780049/buy
Parul Garg,Bestie Matte Lipstick- 2g - 03,395,495,20,4.3,283,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-bestie-non-transfer-matte-lipstick---2-g---forever-03/35765489/buy
Mamaearth,Moisture Matte Nude Perfection,499,999,50,4.4,1k,Home / Personal Care / Lipstick / Mamaearth,https://www.myntra.com/lipstick/mamaearth/mamaearth-set-of-3-moisture-matte-longstay-lipstick--21-gm-each--nude-perfection/31275877/buy
MARS,Set of 3 Matte Lipsticks Box,348,447,22,4.4,29.5k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-set-of-3-matte-lipsticks-box---peaches-and-nudes-02/17723132/buy
Daily Life Forever52,It's My Day Lipstick - 3.5 g,377,449,16,4.4,104,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-its-my-day-long-lasting-matte-lipstick---35-g---dreamy-day/37471708/buy
MARS,Matte Muse Mousse Lipstick,269,299,10,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---super-star/32051427/buy
Lakme,Cushion Lipstick - Nude Toast,225,375,40,4.2,81.6k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---nude-toast-cn1/13201782/buy
Daily Life Forever52,I'm Unlimited Lipstick - 008,449,499,10,4.3,1.1k,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-im-unlimited-long-lasting-lipstick---35g---citrus-008/29837744/buy
MARS,Matte Muse Mousse Lipstick,275,299,8,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---queen/32051445/buy
Lakme,Forever Matte Liquid Lip,297,450,34,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---crimson-rose/11131096/buy
Parul Garg,Featherlite Liquid Lipstick-11,395,595,34,4.4,1.2k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-featherlite-matte-liquid-lipstick-long-lasting---lovestruck-ruby-red/30331727/buy
Lakme,Forever Matte Liquid Lip,297,450,34,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---nude-dream/11131116/buy
Pilgrim,Matte Bullet Lipstick - 23,417,595,30,4.3,10.8k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-matte-bullet-intense-colour-transferproof--smudgeproof-lipstick--maroon-affair-23/30593163/buy
Daily Life Forever52,Sensational Lipstick 6ml - 005,339,399,15,4.4,2.5k,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-sensational-long-lasting-liquid-lipstick-6ml---neon-red-005/25633768/buy
Pilgrim,4-Pcs Lipstick - The Pink Sin,260,745,65,4.4,6.5k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-set-of-4-matte-me-up-mini-liquid-lipstick---4-ml-each---the-pink-sin/31857365/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---12-14-/40905663/buy
Colors Queen,Lipstick 3.6g- Fenty Glow,331,449,26,4.3,470,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-high-shine-gloss-stick-enriched-with-vitamin-e--squalane--fenty-glow/37124886/buy
MARS,Creamy Matte Lipstick - 09,189,199,5,4.4,42.3k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-creamy-matte-ultra-pigmented-long-lasting-bullet-lipstick---bollywood-surprise-09/23393626/buy
FACES CANADA,Comfy Matte Liquid Lipstick,338,449,25,4.3,18.8k,Home / Personal Care / Lipstick / FACES CANADA,https://www.myntra.com/lipstick/faces+canada/faces-canada-10hr-stay-comfy-matte-liquid-lipstick-38-ml---note-to-self-07/17199396/buy
Parul Garg,Featherlite Liquid Lipstick-44,395,595,34,4.4,1.2k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-featherlite-matte-liquid-lipstick-long-lasting---passion-dusty-pink/30331726/buy
MARS,Love Track Velvet Lip Tint,278,299,7,4.5,20.2k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-love-track-velvet-lip-tint---28-ml---one-love/32048836/buy
Talchards,Matte Lipstick - 6 ml - Maroon,348,419,17,2.9,7,Home / Personal Care / Lipstick / Talchards,https://www.myntra.com/lipstick/talchards/talchards-long-lasting-super-matte-lipstick---6-ml---maroon/39582448/buy
Parul Garg,Featherlite Matte Lipstick- 32,395,595,34,4.4,1.2k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-featherlite-matte-long-lasting-liquid-lipstick-25-ml---paradise-32/31564548/buy
MARS,Love Track Velvet Lip Tint,278,299,7,4.5,20.2k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-love-track-velvet-lip-tint---28-ml---two-hearts/32048833/buy
Pilgrim,4-Pcs Lipstick - Always On Top,260,745,65,4.4,6.5k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-set-of-4-matte-me-up-mini-liquid-lipstick---4-ml-each---always-on-top/31857367/buy
Daily Life Forever52,Hydra Lips Lipstick - 2g - 01,509,599,15,3.9,147,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-hydra-lips-semi-matte-lipstick-with-vitamin-e---2-g---mochadrip-01/33552823/buy
Mamaearth,Creamy Matte Ruby Crush,239,399,40,4.2,17.3k,Home / Personal Care / Lipstick / Mamaearth,https://www.myntra.com/lipstick/mamaearth/mamaearth-creamy-matte-long-stay-lipstick-with-murumuru-butter---ruby-crush/28546558/buy
Mamaearth,Moisture Matte Plum Punch 0.7g,226,349,35,4.3,10.7k,Home / Personal Care / Lipstick / Mamaearth,https://www.myntra.com/lipstick/mamaearth/mamaearth-moisture-matte-12-hour-long-stay-mini-lipstick---07-g---02-plum-punch/31082023/buy
Parul Garg,Bestie Matte Lipstick- 2g- 04,395,495,20,4.3,268,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-bestie-no-transfer-matte-lipstick---2-g---2-g---bae-04/35765486/buy
nandiayan,6 Pieces Lipsticks - 4ml Each,180,999,82,3.7,2.6k,Home / Personal Care / Lipstick / nandiayan,https://www.myntra.com/lipstick/nandiayan/nandiayan-set-of-6-long-lasting-liquid-lipstick---4ml-each/32619374/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---2-4-/40905597/buy
Parul Garg,Bestie Matte Lipstick- 2g - 09,395,495,20,4.3,280,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-bestie-non-transfer-matte-lipstick---2-g---sugar-09/35765485/buy
Lakme,Forever Matte Lip Colour,297,450,34,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---red-sangria/11131114/buy
Blue Heaven,Set Of 10 Matte Love Lipsticks,283,399,29,4.3,13.9k,Home / Personal Care / Lipstick / Blue Heaven,https://www.myntra.com/lipstick/blue+heaven/blue-heaven-set-of-10-matte-love-long-lasting-hydrating-mini-lipsticks---13g-each/22212908/buy
Character,Two In One Lip Glaze - CTO404,353,499,29,4,51,Home / Personal Care / Lipstick / Character,https://www.myntra.com/lipstick/character/character-two-in-one-shiny-lip-glaze--gloss---4-ml---cto404/37244680/buy
Daily Life Forever52,Sensational Lip Lipstick - 21,424,499,15,4.4,2.5k,Home / Personal Care / Lipstick / Daily Life Forever52,https://www.myntra.com/lipstick/daily+life+forever52/daily-life-forever52-sensational-lip-long-lasting-liquid-lipstick-6-ml---crimson-velvet-21/30694488/buy
Lakme,Forever Matte Liquid Lip,315,450,30,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---wine-touch/11131086/buy
FACES CANADA,Comfy Matte Wow Lipstick-03,259,299,13,4.4,20.5k,Home / Personal Care / Lipstick / FACES CANADA,https://www.myntra.com/lipstick/faces+canada/faces-canada-comfy-matte-wow-liquid-lipstick---38ml---maroon-maven-03/29905117/buy
Auric Beauty,MatteRich Lipstick -Cola Twist,593,799,26,,,Home / Personal Care / Lipstick / Auric Beauty,https://www.myntra.com/lipstick/auric+beauty/auric-beauty-matterich-long-lasting-lipstick---42g---cola-twist/38460123/buy
MARS,Love Track Velvet Lip Tint,278,299,7,4.5,20.2k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-love-track-velvet-lip-tint---28-ml---six-promises/32048834/buy
MARS,Matte Muse Mousse Lipstick,269,299,10,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---trend-setter/32051431/buy
Auric Beauty,Lipstick - Cranberry Punch,593,799,26,,,Home / Personal Care / Lipstick / Auric Beauty,https://www.myntra.com/lipstick/auric+beauty/auric-beauty-moistureseal-lipstick-with-almond--jojoba-oil---42-g---cranberry-punch/38460117/buy
SWISS BEAUTY,Pure Matte Lipstick - 224,206,229,10,4.3,20.4k,Home / Personal Care / Lipstick / SWISS BEAUTY,https://www.myntra.com/lipstick/swiss+beauty/swiss-beauty-pure-matte-lipstick-38-gm---red-wine-224/15581396/buy
Parul Garg,Day & Night Lip Crayon - 32,421,495,15,4.2,1.3k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-day--night-lightweight-creamy-matte-lip-crayon---bold-beauty-32/31531210/buy
MARS,Matte Muse Mousse Lipstick,266,299,11,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---style-icon/32051436/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---9-14-/40905651/buy
Parul Garg,Day & Night Lip Crayon - 67,421,495,15,4.2,1.3k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-day--night-lightweight-creamy-matte-lip-crayon---socialite-67/31531202/buy
Lakme,Forever Matte Liquid Lip,297,450,34,4.4,142.2k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---red-wine/11757168/buy
MARS,Set of 3 Matte Lipsticks Box,348,447,22,4.4,29.5k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-set-of-3-matte-lipsticks-box---browns-04/17723176/buy
Lenphor,Colour Me Up Liquid Lipstick - Mulberry 06,332,499,33,4.4,128,Home / Personal Care / Lipstick / Lenphor,https://www.myntra.com/lipstick/lenphor/lenphor-colour-me-up-liquid-lipstick-with-vitamin-e-2ml---mulberry-06/20676784/buy
Lakme,Forever Matte Liquid Lip,306,450,32,4.4,142.2k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---red-carnival-/11131090/buy
Lakme,Cushion Matte Lipstick,225,375,40,4.2,25.8k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---mauve-love-cm7-/24822112/buy
Colors Queen,Lipstick 3.6g- It Is Fussy,331,449,26,4.3,471,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-high-shine-gloss-stick-enriched-with-vitamin-e--squalane---it-is-fussy/37124885/buy
Lakme,Powerplay Priming Lipstick,357,650,45,4.4,237.6k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-9to5-powerplay-priming-matte-lipstick-lasts-16hrs-sangria-weekend-36g/13105566/buy
SWISS BEAUTY,Matte Lipstick- Hazelnut 203,183,229,20,4.3,20.4k,Home / Personal Care / Lipstick / SWISS BEAUTY,https://www.myntra.com/lipstick/swiss+beauty/swiss-beauty-pure-matte-lipstick--hazelnut-203/15580792/buy
Iba,Set Of 10 Mini Lipstick Kit,471,599,21,4.4,138,Home / Personal Care / Lipstick / Iba,https://www.myntra.com/lipstick/iba/iba-set-of-10-long-stay-creamy-matte-mini-lipstick-kit---12-g-each/30926036/buy
Lakme,Cushion Matte Lipstick - Red Blaze,225,375,40,4.2,81.5k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext--45g---red-blaze-cr5/13201800/buy
Lakme,Cushion Matte Lipstick,243,375,35,4.2,25.8k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---brown-buzz/24822114/buy
Parul Garg,Creamy Matte Lip Crayon- 3.2 g,421,495,15,4.2,1.3k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-creamy-matte-lip-crayon-rich-pigment---influencer-soft-almond-brown/33818750/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---6-14-/40905632/buy
Parul Garg,Day & Night Lip Crayon - 12,421,495,15,4.2,1.3k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-day--night-lightweight-creamy-matte-lip-crayon---show-stopper-12/31531207/buy
Lakme,Forever Matte Liquid Lip,301,450,33,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---red-cherry/11757172/buy
Lakme,Forever Matte Liquid Lip,301,450,33,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---nude-latte/11757176/buy
Colors Queen,Lipstick 3.6g- Hot Chocolit 03,331,449,26,4.3,462,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-high-shine-gloss-stick-enriched-with-vitamin-e--squalane---hot-chocolate/37124879/buy
Lakme,Forever Matte Liquid Lip,297,450,34,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---mauve-party/11131092/buy
Maybelline,Creamy Matte Lipstick 634,276,329,16,4.4,120.6k,Home / Personal Care / Lipstick / Maybelline,https://www.myntra.com/lipstick/maybelline/maybelline-new-york-color-sensational-creamy-matte-lipstick---bold-crimson-634/7196179/buy
Colors Queen,Color It All Lip Crayon - 25,213,349,39,4.2,3k,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-color-it-all-non-transfer-matte-lip-crayon-with-sharpener-35g-choco-block-25/25699516/buy
Iba,"Maxx Matte Liquid Lipstick Nude Twist, 2.6 ml",352,450,22,4.4,1.9k,Home / Personal Care / Lipstick / Iba,https://www.myntra.com/lipstick/iba/iba-maxx-matte-liquid-lipstick-nude-twist-26-ml/19301028/buy
Renee,Matte Lipstick-3.5gm-Petal,165,199,17,4.1,3.5k,Home / Personal Care / Lipstick / Renee,https://www.myntra.com/lipstick/renee/renee-matte-lipstick-35gm-petal/30420464/buy
Lakme,Forever Matte Lip Colour,297,450,34,4.4,142.2k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---coral-sense-/11757184/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each--2-8-/40905601/buy
Maybelline,Nude Nuance Matte Lipstick 657,269,329,18,4.5,22k,Home / Personal Care / Lipstick / Maybelline,https://www.myntra.com/lipstick/maybelline/maybelline-new-york-color-sensational-creamy-matte-lipstick---657-nude-nuance---39g/11581508/buy
Lakme,Forever Matte Liquid Lip,297,450,34,4.4,142.3k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-lightweight--transferproof-16hr-liquid-lipstick-56ml---nude-myth-/11131082/buy
Fashion Colour,Sugabae Lip Tint - 01,214,249,14,4.4,420,Home / Personal Care / Lipstick / Fashion Colour,https://www.myntra.com/lipstick/fashion+colour/fashion-colour-sugabae-waterproof-intense-colour-lip-tint-15g---hot-cherry-01/38981082/buy
Maybelline,Creamy Matte Lipstick- 673,273,329,17,4.4,120.6k,Home / Personal Care / Lipstick / Maybelline,https://www.myntra.com/lipstick/maybelline/maybelline-new-york-color-sensational-creamy-matte-lipstick--midtown-pink-673/14148770/buy
Lakme,Cushion Lipstick - Red Wine,225,375,40,4.2,81.5k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---red-wine-cr3/13201772/buy
Parul Garg,Silk Matte Liquid Lipstick-01,475,595,20,4.3,2k,Home / Personal Care / Lipstick / Parul Garg,https://www.myntra.com/lipstick/parul+garg/parul-garg-smudge-proof-matte-lipstick-with-shea-butter--vitamin-e-hibiscus-deep-red-3ml/32582259/buy
STAZE,9to9 2-in-1 Liquid Lipstick,359,499,28,4.2,983,Home / Personal Care / Lipstick / STAZE,https://www.myntra.com/lipstick/staze/staze-9to9-gloss-lock-2-in-1-liquid-lipstick-7-g---im-cute-01/31317413/buy
MARS,3pc All Rounder Matte Lipstick,348,447,22,4.4,29.5k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-set-of-3-all-rounder-matte-lipstick/20636046/buy
Lakme,Powerplay Priming Lipstick,357,650,45,4.4,237.6k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-9to5-powerplay-priming-matte-lipstick-with-vit-e-lasts-16hr-36g---red-twist/14095318/buy
Maybelline,Lipstick 499 More Blush,515,599,14,4.4,70.8k,Home / Personal Care / Lipstick / Maybelline,https://www.myntra.com/lipstick/maybelline/maybelline-new-york-color-sensational-ultimattes-lipstick--499-more-blush--17g/15990822/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---9-10-/40905650/buy
Mamaearth,Moisture Mattepberry Scarlet,221,599,63,4.3,19.4k,Home / Personal Care / Lipstick / Mamaearth,https://www.myntra.com/lipstick/mamaearth/mamaearth-moisture-matte-longstay-lipstick---raspberry-scarlet-07/16863246/buy
ETUDE,Dear Darling Lip & Cheek Tint,427,450,5,4.4,25.6k,Home / Personal Care / Lipstick / ETUDE,https://www.myntra.com/lipstick/etude/etude-dear-darling-water-gel-lip--cheek-tint-9g---prune-ade-07/32378713/buy
Lakme,Matte Lipstick - Pink Petal,225,375,40,4.2,81.5k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---pink-petal-cp11-/15506284/buy
MARS,16 Color Nude Matte Ultra Pigmented Infinity Lip Palette 36 gm - Shade 03,348,379,8,4.4,4.6k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-16-color-nude-matte-ultra-pigmented-infinity-lip-palette-36-gm---shade-03/20636004/buy
Lakme,Cushion Matte Lipstick,243,375,35,4.2,25.8k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---brown-burst-/24822128/buy
Earth Rhythm,Lip & Cheek Tint - Brandy 5 ml,424,499,15,4.4,10.4k,Home / Personal Care / Lipstick / Earth Rhythm,https://www.myntra.com/lipstick/earth+rhythm/earth-rhythm-lip--cheek-tint-with-pomegranate-flower-extracts--jojoba-oil---brandy-5-ml/14543600/buy
Lakme,Primer Matte Lipstick - MP9,357,650,45,4.4,237.6k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-9to5-powerplay-priming-matte-lipstick-with-vit-e-lasts-16hr-36g---nude-touch-/13105592/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---1-11-/40905591/buy
Maybelline,Matte Lipstick- Dried Rose 807,273,329,17,4.4,120.6k,Home / Personal Care / Lipstick / Maybelline,https://www.myntra.com/lipstick/maybelline/maybelline-new-york-colorsensational-creamy-matte-lipstick---dried-rose-807/14460848/buy
Lakme,Powerplay Priming Lipstick,357,650,45,4.4,237.6k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-9to5-powerplay-priming-matte-lipstick-36g---lasts-16hrs---burgundy-passion/14095434/buy
Lakme,Cushion Matte Lipstick - Red Orchid,243,375,35,4.2,81.4k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---red-orchid-cr4/13201778/buy
MARS,Matte Muse Mousse Lipstick,275,299,8,4.4,22.8k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-matte-muse-lightweight-mousse-lipstick-3ml---winner-women/32051456/buy
SUGAR,Play Vibe Liquid Lipstick - 01,324,499,35,4.2,313,Home / Personal Care / Lipstick / SUGAR,https://www.myntra.com/lipstick/sugar/sugar-play-vibe-check-liquid-lipstick-45ml---01-g-o-a-t/25334944/buy
One Wish,Creamy Matte Lipstick - 22,200,299,33,3.8,784,Home / Personal Care / Lipstick / One Wish,https://www.myntra.com/lipstick/one+wish/one-wish-creamy-matte-lipstick-with-shea-butter---38-g---purple-af-22/36425114/buy
